Data e ora,Temp. [°C],Prec. [mm],Data,Ora
24.03.2019 16:00,20.6,0.0,24.03.2019,16:00
24.03.2019 16:10,21.7,0.0,24.03.2019,16:10
24.03.2019 16:20,18.4,0.0,24.03.2019,16:20
24.03.2019 16:30,18.7,0.0,24.03.2019,16:30
24.03.2019 16:40,17.8,0.0,24.03.2019,16:40
24.03.2019 16:50,18.5,0.0,24.03.2019,16:50
24.03.2019 17:00,17.6,0.0,24.03.2019,17:00
24.03.2019 17:10,18.6,0.0,24.03.2019,17:10
24.03.2019 17:20,19.0,0.0,24.03.2019,17:20
24.03.2019 17:30,18.3,0.0,24.03.2019,17:30
24.03.2019 17:40,18.0,0.0,24.03.2019,17:40
24.03.2019 17:50,18.3,0.0,24.03.2019,17:50
24.03.2019 18:00,18.5,0.0,24.03.2019,18:00
24.03.2019 18:10,18.2,0.0,24.03.2019,18:10
24.03.2019 18:20,18.8,0.0,24.03.2019,18:20
24.03.2019 18:30,17.6,0.0,24.03.2019,18:30
24.03.2019 18:40,17.1,0.0,24.03.2019,18:40
24.03.2019 18:50,16.7,0.0,24.03.2019,18:50
24.03.2019 19:00,16.6,0.0,24.03.2019,19:00
24.03.2019 19:10,15.6,0.0,24.03.2019,19:10
24.03.2019 19:20,16.3,0.0,24.03.2019,19:20
24.03.2019 19:30,15.5,0.0,24.03.2019,19:30
24.03.2019 19:40,15.4,0.0,24.03.2019,19:40
24.03.2019 19:50,15.3,0.0,24.03.2019,19:50
24.03.2019 20:00,14.5,0.0,24.03.2019,20:00
24.03.2019 20:10,14.6,0.0,24.03.2019,20:10
24.03.2019 20:20,14.5,0.0,24.03.2019,20:20
24.03.2019 20:30,13.8,0.0,24.03.2019,20:30
24.03.2019 20:40,13.9,0.0,24.03.2019,20:40
24.03.2019 20:50,14.0,0.0,24.03.2019,20:50
24.03.2019 21:00,12.5,0.0,24.03.2019,21:00
24.03.2019 21:10,12.4,0.0,24.03.2019,21:10
24.03.2019 21:20,13.1,0.0,24.03.2019,21:20
24.03.2019 21:30,12.9,0.0,24.03.2019,21:30
24.03.2019 21:40,12.9,0.0,24.03.2019,21:40
24.03.2019 21:50,11.5,0.0,24.03.2019,21:50
24.03.2019 22:00,12.0,0.0,24.03.2019,22:00
24.03.2019 22:10,12.3,0.0,24.03.2019,22:10
24.03.2019 22:20,12.5,0.0,24.03.2019,22:20
24.03.2019 22:30,12.2,0.0,24.03.2019,22:30
24.03.2019 22:40,11.8,0.0,24.03.2019,22:40
24.03.2019 22:50,10.9,0.0,24.03.2019,22:50
24.03.2019 23:00,10.8,0.0,24.03.2019,23:00
24.03.2019 23:10,11.3,0.0,24.03.2019,23:10
24.03.2019 23:20,11.4,0.0,24.03.2019,23:20
24.03.2019 23:30,11.2,0.0,24.03.2019,23:30
24.03.2019 23:40,11.2,0.0,24.03.2019,23:40
24.03.2019 23:50,11.1,0.0,24.03.2019,23:50
25.03.2019 00:00,11.0,0.0,25.03.2019,00:00
25.03.2019 00:10,10.9,0.0,25.03.2019,00:10
25.03.2019 00:20,10.6,0.0,25.03.2019,00:20
25.03.2019 00:30,10.5,0.0,25.03.2019,00:30
25.03.2019 00:40,10.2,0.0,25.03.2019,00:40
25.03.2019 00:50,10.4,0.0,25.03.2019,00:50
25.03.2019 01:00,10.3,0.0,25.03.2019,01:00
25.03.2019 01:10,9.9,0.0,25.03.2019,01:10
25.03.2019 01:20,10.0,0.0,25.03.2019,01:20
25.03.2019 01:30,9.7,0.0,25.03.2019,01:30
25.03.2019 01:40,9.6,0.0,25.03.2019,01:40
25.03.2019 01:50,10.2,0.0,25.03.2019,01:50
25.03.2019 02:00,10.3,0.0,25.03.2019,02:00
25.03.2019 02:10,9.9,0.0,25.03.2019,02:10
25.03.2019 02:20,9.4,0.0,25.03.2019,02:20
25.03.2019 02:30,9.5,0.0,25.03.2019,02:30
25.03.2019 02:40,9.8,0.0,25.03.2019,02:40
25.03.2019 02:50,9.7,0.0,25.03.2019,02:50
25.03.2019 03:00,9.4,0.0,25.03.2019,03:00
25.03.2019 03:10,9.9,0.0,25.03.2019,03:10
25.03.2019 03:20,10.3,0.0,25.03.2019,03:20
25.03.2019 03:30,9.8,0.0,25.03.2019,03:30
25.03.2019 03:40,9.3,0.0,25.03.2019,03:40
25.03.2019 03:50,10.0,0.0,25.03.2019,03:50
25.03.2019 04:00,9.6,0.0,25.03.2019,04:00
25.03.2019 04:10,9.5,0.0,25.03.2019,04:10
25.03.2019 04:20,10.1,0.0,25.03.2019,04:20
25.03.2019 04:30,10.1,0.0,25.03.2019,04:30
25.03.2019 04:40,9.4,0.0,25.03.2019,04:40
25.03.2019 04:50,9.6,0.0,25.03.2019,04:50
25.03.2019 05:00,9.2,0.0,25.03.2019,05:00
25.03.2019 05:10,9.1,0.0,25.03.2019,05:10
25.03.2019 05:20,8.6,0.0,25.03.2019,05:20
25.03.2019 05:30,9.8,0.0,25.03.2019,05:30
25.03.2019 05:40,9.2,0.0,25.03.2019,05:40
25.03.2019 05:50,9.3,0.0,25.03.2019,05:50
25.03.2019 06:00,9.4,0.0,25.03.2019,06:00
25.03.2019 06:10,9.4,0.0,25.03.2019,06:10
25.03.2019 06:20,10.2,0.0,25.03.2019,06:20
25.03.2019 06:30,10.1,0.0,25.03.2019,06:30
25.03.2019 06:40,9.6,0.0,25.03.2019,06:40
25.03.2019 06:50,9.8,0.0,25.03.2019,06:50
25.03.2019 07:00,11.6,0.0,25.03.2019,07:00
25.03.2019 07:10,11.5,0.0,25.03.2019,07:10
25.03.2019 07:20,12.2,0.0,25.03.2019,07:20
25.03.2019 07:30,11.7,0.0,25.03.2019,07:30
25.03.2019 07:40,12.1,0.0,25.03.2019,07:40
25.03.2019 07:50,12.8,0.0,25.03.2019,07:50
25.03.2019 08:00,13.8,0.0,25.03.2019,08:00
25.03.2019 08:10,16.7,0.0,25.03.2019,08:10
25.03.2019 08:20,18.3,0.0,25.03.2019,08:20
25.03.2019 08:30,18.4,0.0,25.03.2019,08:30
25.03.2019 08:40,19.1,0.0,25.03.2019,08:40
25.03.2019 08:50,19.3,0.0,25.03.2019,08:50
25.03.2019 09:00,19.5,0.0,25.03.2019,09:00
25.03.2019 09:10,19.4,0.0,25.03.2019,09:10
25.03.2019 09:20,20.0,0.0,25.03.2019,09:20
25.03.2019 09:30,19.9,0.0,25.03.2019,09:30
25.03.2019 09:40,20.1,0.0,25.03.2019,09:40
25.03.2019 09:50,20.3,0.0,25.03.2019,09:50
25.03.2019 10:00,20.5,0.0,25.03.2019,10:00
25.03.2019 10:10,20.4,0.0,25.03.2019,10:10
25.03.2019 10:20,20.6,0.0,25.03.2019,10:20
25.03.2019 10:30,20.6,0.0,25.03.2019,10:30
25.03.2019 10:40,20.5,0.0,25.03.2019,10:40
25.03.2019 10:50,20.9,0.0,25.03.2019,10:50
25.03.2019 11:00,21.3,0.0,25.03.2019,11:00
25.03.2019 11:10,21.2,0.0,25.03.2019,11:10
25.03.2019 11:20,21.6,0.0,25.03.2019,11:20
25.03.2019 11:30,21.4,0.0,25.03.2019,11:30
25.03.2019 11:40,20.9,0.0,25.03.2019,11:40
25.03.2019 11:50,21.0,0.0,25.03.2019,11:50
25.03.2019 12:00,21.4,0.0,25.03.2019,12:00
25.03.2019 12:10,21.3,0.0,25.03.2019,12:10
25.03.2019 12:20,21.0,0.0,25.03.2019,12:20
25.03.2019 12:30,21.3,0.0,25.03.2019,12:30
25.03.2019 12:40,21.1,0.0,25.03.2019,12:40
25.03.2019 12:50,20.9,0.0,25.03.2019,12:50
25.03.2019 13:00,21.1,0.0,25.03.2019,13:00
25.03.2019 13:10,21.3,0.0,25.03.2019,13:10
25.03.2019 13:20,21.0,0.0,25.03.2019,13:20
25.03.2019 13:30,20.9,0.0,25.03.2019,13:30
25.03.2019 13:40,21.1,0.0,25.03.2019,13:40
25.03.2019 13:50,21.0,0.0,25.03.2019,13:50
25.03.2019 14:00,20.4,0.0,25.03.2019,14:00
25.03.2019 14:10,19.9,0.0,25.03.2019,14:10
25.03.2019 14:20,19.5,0.0,25.03.2019,14:20
25.03.2019 14:30,19.8,0.0,25.03.2019,14:30
25.03.2019 14:40,19.8,0.0,25.03.2019,14:40
25.03.2019 14:50,19.5,0.0,25.03.2019,14:50
25.03.2019 15:00,19.3,0.0,25.03.2019,15:00
25.03.2019 15:10,19.1,0.0,25.03.2019,15:10
25.03.2019 15:20,18.5,0.0,25.03.2019,15:20
25.03.2019 15:30,18.4,0.0,25.03.2019,15:30
25.03.2019 15:40,18.0,0.0,25.03.2019,15:40
25.03.2019 15:50,17.4,0.0,25.03.2019,15:50
25.03.2019 16:00,17.2,0.0,25.03.2019,16:00
25.03.2019 16:10,16.8,0.0,25.03.2019,16:10
25.03.2019 16:20,16.4,0.0,25.03.2019,16:20
25.03.2019 16:30,16.0,0.0,25.03.2019,16:30
25.03.2019 16:40,15.7,0.0,25.03.2019,16:40
25.03.2019 16:50,15.1,0.0,25.03.2019,16:50
25.03.2019 17:00,14.7,0.0,25.03.2019,17:00
25.03.2019 17:10,14.6,0.0,25.03.2019,17:10
25.03.2019 17:20,14.2,0.0,25.03.2019,17:20
25.03.2019 17:30,13.9,0.0,25.03.2019,17:30
25.03.2019 17:40,13.4,0.0,25.03.2019,17:40
25.03.2019 17:50,13.2,0.0,25.03.2019,17:50
25.03.2019 18:00,12.9,0.0,25.03.2019,18:00
25.03.2019 18:10,12.7,0.0,25.03.2019,18:10
25.03.2019 18:20,12.5,0.0,25.03.2019,18:20
25.03.2019 18:30,12.0,0.0,25.03.2019,18:30
25.03.2019 18:40,11.8,0.0,25.03.2019,18:40
25.03.2019 18:50,11.6,0.0,25.03.2019,18:50
25.03.2019 19:00,11.3,0.0,25.03.2019,19:00
25.03.2019 19:10,11.1,0.0,25.03.2019,19:10
25.03.2019 19:20,11.0,0.0,25.03.2019,19:20
25.03.2019 19:30,10.7,0.0,25.03.2019,19:30
25.03.2019 19:40,10.5,0.0,25.03.2019,19:40
25.03.2019 19:50,10.1,0.0,25.03.2019,19:50
25.03.2019 20:00,10.0,0.0,25.03.2019,20:00
25.03.2019 20:10,10.0,0.0,25.03.2019,20:10
25.03.2019 20:20,9.8,0.0,25.03.2019,20:20
25.03.2019 20:30,9.7,0.0,25.03.2019,20:30
25.03.2019 20:40,9.7,0.0,25.03.2019,20:40
25.03.2019 20:50,9.6,0.0,25.03.2019,20:50
25.03.2019 21:00,9.4,0.0,25.03.2019,21:00
25.03.2019 21:10,8.9,0.0,25.03.2019,21:10
25.03.2019 21:20,8.7,0.0,25.03.2019,21:20
25.03.2019 21:30,8.7,0.0,25.03.2019,21:30
25.03.2019 21:40,8.6,0.0,25.03.2019,21:40
25.03.2019 21:50,8.4,0.0,25.03.2019,21:50
25.03.2019 22:00,8.5,0.0,25.03.2019,22:00
25.03.2019 22:10,8.3,0.0,25.03.2019,22:10
25.03.2019 22:20,8.5,0.0,25.03.2019,22:20
25.03.2019 22:30,8.8,0.0,25.03.2019,22:30
25.03.2019 22:40,8.7,0.0,25.03.2019,22:40
25.03.2019 22:50,8.6,0.0,25.03.2019,22:50
25.03.2019 23:00,8.7,0.0,25.03.2019,23:00
25.03.2019 23:10,8.8,0.0,25.03.2019,23:10
25.03.2019 23:20,9.1,0.0,25.03.2019,23:20
25.03.2019 23:30,9.1,0.0,25.03.2019,23:30
25.03.2019 23:40,9.2,0.0,25.03.2019,23:40
25.03.2019 23:50,9.3,0.0,25.03.2019,23:50
26.03.2019 00:00,9.2,0.0,26.03.2019,00:00
26.03.2019 00:10,9.1,0.0,26.03.2019,00:10
26.03.2019 00:20,9.2,0.0,26.03.2019,00:20
26.03.2019 00:30,9.1,0.0,26.03.2019,00:30
26.03.2019 00:40,9.0,0.0,26.03.2019,00:40
26.03.2019 00:50,9.2,0.0,26.03.2019,00:50
26.03.2019 01:00,9.1,0.0,26.03.2019,01:00
26.03.2019 01:10,9.1,0.0,26.03.2019,01:10
26.03.2019 01:20,9.2,0.0,26.03.2019,01:20
26.03.2019 01:30,8.7,0.0,26.03.2019,01:30
26.03.2019 01:40,9.3,0.0,26.03.2019,01:40
26.03.2019 01:50,9.1,0.0,26.03.2019,01:50
26.03.2019 02:00,9.3,0.0,26.03.2019,02:00
26.03.2019 02:10,9.1,0.0,26.03.2019,02:10
26.03.2019 02:20,9.1,0.0,26.03.2019,02:20
26.03.2019 02:30,9.1,0.0,26.03.2019,02:30
26.03.2019 02:40,9.1,0.0,26.03.2019,02:40
26.03.2019 02:50,8.9,0.0,26.03.2019,02:50
26.03.2019 03:00,9.1,0.0,26.03.2019,03:00
26.03.2019 03:10,9.0,0.0,26.03.2019,03:10
26.03.2019 03:20,9.0,0.0,26.03.2019,03:20
26.03.2019 03:30,8.4,0.0,26.03.2019,03:30
26.03.2019 03:40,8.6,0.0,26.03.2019,03:40
26.03.2019 03:50,8.8,0.0,26.03.2019,03:50
26.03.2019 04:00,9.0,0.0,26.03.2019,04:00
26.03.2019 04:10,8.6,0.0,26.03.2019,04:10
26.03.2019 04:20,8.7,0.0,26.03.2019,04:20
26.03.2019 04:30,8.7,0.0,26.03.2019,04:30
26.03.2019 04:40,8.5,0.0,26.03.2019,04:40
26.03.2019 04:50,8.4,0.0,26.03.2019,04:50
26.03.2019 05:00,8.9,0.0,26.03.2019,05:00
26.03.2019 05:10,8.8,0.0,26.03.2019,05:10
26.03.2019 05:20,8.7,0.0,26.03.2019,05:20
26.03.2019 05:30,8.7,0.0,26.03.2019,05:30
26.03.2019 05:40,7.2,0.0,26.03.2019,05:40
26.03.2019 05:50,6.8,0.0,26.03.2019,05:50
26.03.2019 06:00,6.2,0.0,26.03.2019,06:00
26.03.2019 06:10,6.3,0.0,26.03.2019,06:10
26.03.2019 06:20,6.4,0.0,26.03.2019,06:20
26.03.2019 06:30,6.6,0.0,26.03.2019,06:30
26.03.2019 06:40,7.2,0.0,26.03.2019,06:40
26.03.2019 06:50,6.3,0.0,26.03.2019,06:50
26.03.2019 07:00,6.3,0.0,26.03.2019,07:00
26.03.2019 07:10,6.5,0.0,26.03.2019,07:10
26.03.2019 07:20,6.3,0.0,26.03.2019,07:20
26.03.2019 07:30,6.2,0.0,26.03.2019,07:30
26.03.2019 07:40,6.2,0.0,26.03.2019,07:40
26.03.2019 07:50,6.3,0.0,26.03.2019,07:50
26.03.2019 08:00,6.4,0.0,26.03.2019,08:00
26.03.2019 08:10,6.5,0.0,26.03.2019,08:10
26.03.2019 08:20,6.8,0.0,26.03.2019,08:20
26.03.2019 08:30,6.9,0.0,26.03.2019,08:30
26.03.2019 08:40,7.4,0.0,26.03.2019,08:40
26.03.2019 08:50,7.4,0.0,26.03.2019,08:50
26.03.2019 09:00,8.8,0.0,26.03.2019,09:00
26.03.2019 09:10,9.3,0.0,26.03.2019,09:10
26.03.2019 09:20,10.3,0.0,26.03.2019,09:20
26.03.2019 09:30,10.5,0.0,26.03.2019,09:30
26.03.2019 09:40,13.3,0.0,26.03.2019,09:40
26.03.2019 09:50,13.6,0.0,26.03.2019,09:50
26.03.2019 10:00,13.8,0.0,26.03.2019,10:00
26.03.2019 10:10,14.2,0.0,26.03.2019,10:10
26.03.2019 10:20,14.1,0.0,26.03.2019,10:20
26.03.2019 10:30,14.4,0.0,26.03.2019,10:30
26.03.2019 10:40,14.6,0.0,26.03.2019,10:40
26.03.2019 10:50,14.6,0.0,26.03.2019,10:50
26.03.2019 11:00,14.5,0.0,26.03.2019,11:00
26.03.2019 11:10,15.1,0.0,26.03.2019,11:10
26.03.2019 11:20,15.1,0.0,26.03.2019,11:20
26.03.2019 11:30,15.7,0.0,26.03.2019,11:30
26.03.2019 11:40,15.9,0.0,26.03.2019,11:40
26.03.2019 11:50,15.7,0.0,26.03.2019,11:50
26.03.2019 12:00,15.8,0.0,26.03.2019,12:00
26.03.2019 12:10,16.0,0.0,26.03.2019,12:10
26.03.2019 12:20,16.4,0.0,26.03.2019,12:20
26.03.2019 12:30,16.1,0.0,26.03.2019,12:30
26.03.2019 12:40,16.3,0.0,26.03.2019,12:40
26.03.2019 12:50,16.4,0.0,26.03.2019,12:50
26.03.2019 13:00,16.3,0.0,26.03.2019,13:00
26.03.2019 13:10,16.3,0.0,26.03.2019,13:10
26.03.2019 13:20,16.3,0.0,26.03.2019,13:20
26.03.2019 13:30,16.7,0.0,26.03.2019,13:30
26.03.2019 13:40,16.3,0.0,26.03.2019,13:40
26.03.2019 13:50,17.0,0.0,26.03.2019,13:50
26.03.2019 14:00,16.6,0.0,26.03.2019,14:00
26.03.2019 14:10,16.6,0.0,26.03.2019,14:10
26.03.2019 14:20,16.5,0.0,26.03.2019,14:20
26.03.2019 14:30,16.4,0.0,26.03.2019,14:30
26.03.2019 14:40,16.5,0.0,26.03.2019,14:40
26.03.2019 14:50,16.4,0.0,26.03.2019,14:50
26.03.2019 15:00,16.3,0.0,26.03.2019,15:00
26.03.2019 15:10,16.1,0.0,26.03.2019,15:10
26.03.2019 15:20,15.9,0.0,26.03.2019,15:20
26.03.2019 15:30,15.9,0.0,26.03.2019,15:30
26.03.2019 15:40,15.5,0.0,26.03.2019,15:40
26.03.2019 15:50,15.6,0.0,26.03.2019,15:50
26.03.2019 16:00,15.3,0.0,26.03.2019,16:00
26.03.2019 16:10,15.2,0.0,26.03.2019,16:10
26.03.2019 16:20,15.1,0.0,26.03.2019,16:20
26.03.2019 16:30,15.1,0.0,26.03.2019,16:30
26.03.2019 16:40,14.9,0.0,26.03.2019,16:40
26.03.2019 16:50,14.9,0.0,26.03.2019,16:50
26.03.2019 17:00,14.7,0.0,26.03.2019,17:00
26.03.2019 17:10,14.6,0.0,26.03.2019,17:10
26.03.2019 17:20,14.4,0.0,26.03.2019,17:20
26.03.2019 17:30,14.0,0.0,26.03.2019,17:30
26.03.2019 17:40,14.0,0.0,26.03.2019,17:40
26.03.2019 17:50,14.0,0.0,26.03.2019,17:50
26.03.2019 18:00,13.8,0.0,26.03.2019,18:00
26.03.2019 18:10,13.9,0.0,26.03.2019,18:10
26.03.2019 18:20,13.6,0.0,26.03.2019,18:20
26.03.2019 18:30,13.6,0.0,26.03.2019,18:30
26.03.2019 18:40,13.4,0.0,26.03.2019,18:40
26.03.2019 18:50,12.8,0.0,26.03.2019,18:50
26.03.2019 19:00,13.1,0.0,26.03.2019,19:00
26.03.2019 19:10,12.6,0.0,26.03.2019,19:10
26.03.2019 19:20,12.8,0.0,26.03.2019,19:20
26.03.2019 19:30,12.6,0.0,26.03.2019,19:30
26.03.2019 19:40,12.7,0.0,26.03.2019,19:40
26.03.2019 19:50,12.6,0.0,26.03.2019,19:50
26.03.2019 20:00,12.4,0.0,26.03.2019,20:00
26.03.2019 20:10,12.5,0.0,26.03.2019,20:10
26.03.2019 20:20,12.3,0.0,26.03.2019,20:20
26.03.2019 20:30,11.3,0.0,26.03.2019,20:30
26.03.2019 20:40,10.7,0.0,26.03.2019,20:40
26.03.2019 20:50,10.1,0.0,26.03.2019,20:50
26.03.2019 21:00,9.7,0.0,26.03.2019,21:00
26.03.2019 21:10,8.9,0.0,26.03.2019,21:10
26.03.2019 21:20,9.5,0.0,26.03.2019,21:20
26.03.2019 21:30,9.3,0.0,26.03.2019,21:30
26.03.2019 21:40,9.8,0.0,26.03.2019,21:40
26.03.2019 21:50,9.5,0.0,26.03.2019,21:50
26.03.2019 22:00,8.9,0.0,26.03.2019,22:00
26.03.2019 22:10,9.0,0.0,26.03.2019,22:10
26.03.2019 22:20,8.8,0.0,26.03.2019,22:20
26.03.2019 22:30,8.7,0.0,26.03.2019,22:30
26.03.2019 22:40,8.1,0.0,26.03.2019,22:40
26.03.2019 22:50,8.4,0.0,26.03.2019,22:50
26.03.2019 23:00,8.7,0.0,26.03.2019,23:00
26.03.2019 23:10,9.1,0.0,26.03.2019,23:10
26.03.2019 23:20,9.1,0.0,26.03.2019,23:20
26.03.2019 23:30,7.9,0.0,26.03.2019,23:30
26.03.2019 23:40,7.4,0.0,26.03.2019,23:40
26.03.2019 23:50,8.4,0.0,26.03.2019,23:50
27.03.2019 00:00,7.9,0.0,27.03.2019,00:00
27.03.2019 00:10,7.7,0.0,27.03.2019,00:10
27.03.2019 00:20,6.9,0.0,27.03.2019,00:20
27.03.2019 00:30,6.8,0.0,27.03.2019,00:30
27.03.2019 00:40,6.9,0.0,27.03.2019,00:40
27.03.2019 00:50,6.6,0.0,27.03.2019,00:50
27.03.2019 01:00,6.8,0.0,27.03.2019,01:00
27.03.2019 01:10,6.0,0.0,27.03.2019,01:10
27.03.2019 01:20,5.9,0.0,27.03.2019,01:20
27.03.2019 01:30,5.1,0.0,27.03.2019,01:30
27.03.2019 01:40,5.1,0.0,27.03.2019,01:40
27.03.2019 01:50,6.0,0.0,27.03.2019,01:50
27.03.2019 02:00,5.7,0.0,27.03.2019,02:00
27.03.2019 02:10,5.8,0.0,27.03.2019,02:10
27.03.2019 02:20,5.6,0.0,27.03.2019,02:20
27.03.2019 02:30,5.5,0.0,27.03.2019,02:30
27.03.2019 02:40,5.7,0.0,27.03.2019,02:40
27.03.2019 02:50,5.5,0.0,27.03.2019,02:50
27.03.2019 03:00,5.3,0.0,27.03.2019,03:00
27.03.2019 03:10,5.4,0.0,27.03.2019,03:10
27.03.2019 03:20,5.2,0.0,27.03.2019,03:20
27.03.2019 03:30,4.9,0.0,27.03.2019,03:30
27.03.2019 03:40,5.0,0.0,27.03.2019,03:40
27.03.2019 03:50,5.1,0.0,27.03.2019,03:50
27.03.2019 04:00,5.2,0.0,27.03.2019,04:00
27.03.2019 04:10,5.4,0.0,27.03.2019,04:10
27.03.2019 04:20,5.1,0.0,27.03.2019,04:20
27.03.2019 04:30,5.1,0.0,27.03.2019,04:30
27.03.2019 04:40,5.0,0.0,27.03.2019,04:40
27.03.2019 04:50,4.8,0.0,27.03.2019,04:50
27.03.2019 05:00,4.9,0.0,27.03.2019,05:00
27.03.2019 05:10,5.1,0.0,27.03.2019,05:10
27.03.2019 05:20,5.6,0.0,27.03.2019,05:20
27.03.2019 05:30,5.2,0.0,27.03.2019,05:30
27.03.2019 05:40,5.2,0.0,27.03.2019,05:40
27.03.2019 05:50,4.9,0.0,27.03.2019,05:50
27.03.2019 06:00,5.0,0.0,27.03.2019,06:00
27.03.2019 06:10,5.2,0.0,27.03.2019,06:10
27.03.2019 06:20,5.7,0.0,27.03.2019,06:20
27.03.2019 06:30,5.8,0.0,27.03.2019,06:30
27.03.2019 06:40,5.9,0.0,27.03.2019,06:40
27.03.2019 06:50,5.9,0.0,27.03.2019,06:50
27.03.2019 07:00,6.1,0.0,27.03.2019,07:00
27.03.2019 07:10,6.2,0.0,27.03.2019,07:10
27.03.2019 07:20,6.0,0.0,27.03.2019,07:20
27.03.2019 07:30,6.0,0.0,27.03.2019,07:30
27.03.2019 07:40,6.5,0.0,27.03.2019,07:40
27.03.2019 07:50,6.3,0.0,27.03.2019,07:50
27.03.2019 08:00,6.4,0.0,27.03.2019,08:00
27.03.2019 08:10,6.6,0.0,27.03.2019,08:10
27.03.2019 08:20,6.8,0.0,27.03.2019,08:20
27.03.2019 08:30,7.3,0.0,27.03.2019,08:30
27.03.2019 08:40,8.0,0.0,27.03.2019,08:40
27.03.2019 08:50,8.8,0.0,27.03.2019,08:50
27.03.2019 09:00,9.6,0.0,27.03.2019,09:00
27.03.2019 09:10,9.9,0.0,27.03.2019,09:10
27.03.2019 09:20,9.8,0.0,27.03.2019,09:20
27.03.2019 09:30,10.3,0.0,27.03.2019,09:30
27.03.2019 09:40,10.3,0.0,27.03.2019,09:40
27.03.2019 09:50,10.8,0.0,27.03.2019,09:50
27.03.2019 10:00,10.9,0.0,27.03.2019,10:00
27.03.2019 10:10,10.9,0.0,27.03.2019,10:10
27.03.2019 10:20,11.1,0.0,27.03.2019,10:20
27.03.2019 10:30,11.3,0.0,27.03.2019,10:30
27.03.2019 10:40,11.5,0.0,27.03.2019,10:40
27.03.2019 10:50,11.1,0.0,27.03.2019,10:50
27.03.2019 11:00,11.4,0.0,27.03.2019,11:00
27.03.2019 11:10,11.3,0.0,27.03.2019,11:10
27.03.2019 11:20,11.2,0.0,27.03.2019,11:20
27.03.2019 11:30,11.5,0.0,27.03.2019,11:30
27.03.2019 11:40,11.3,0.0,27.03.2019,11:40
27.03.2019 11:50,11.8,0.0,27.03.2019,11:50
27.03.2019 12:00,12.2,0.0,27.03.2019,12:00
27.03.2019 12:10,12.6,0.0,27.03.2019,12:10
27.03.2019 12:20,12.6,0.0,27.03.2019,12:20
27.03.2019 12:30,12.4,0.0,27.03.2019,12:30
27.03.2019 12:40,12.5,0.0,27.03.2019,12:40
27.03.2019 12:50,12.7,0.0,27.03.2019,12:50
27.03.2019 13:00,12.3,0.0,27.03.2019,13:00
27.03.2019 13:10,13.1,0.0,27.03.2019,13:10
27.03.2019 13:20,12.8,0.0,27.03.2019,13:20
27.03.2019 13:30,12.6,0.0,27.03.2019,13:30
27.03.2019 13:40,12.8,0.0,27.03.2019,13:40
27.03.2019 13:50,12.4,0.0,27.03.2019,13:50
27.03.2019 14:00,12.4,0.0,27.03.2019,14:00
27.03.2019 14:10,12.5,0.0,27.03.2019,14:10
27.03.2019 14:20,12.6,0.0,27.03.2019,14:20
27.03.2019 14:30,12.2,0.0,27.03.2019,14:30
27.03.2019 14:40,12.7,0.0,27.03.2019,14:40
27.03.2019 14:50,13.0,0.0,27.03.2019,14:50
27.03.2019 15:00,12.7,0.0,27.03.2019,15:00
27.03.2019 15:10,12.9,0.0,27.03.2019,15:10
27.03.2019 15:20,13.2,0.0,27.03.2019,15:20
27.03.2019 15:30,12.4,0.0,27.03.2019,15:30
27.03.2019 15:40,12.6,0.0,27.03.2019,15:40
27.03.2019 15:50,12.6,0.0,27.03.2019,15:50
27.03.2019 16:00,12.3,0.0,27.03.2019,16:00
27.03.2019 16:10,12.5,0.0,27.03.2019,16:10
27.03.2019 16:20,12.5,0.0,27.03.2019,16:20
27.03.2019 16:30,12.2,0.0,27.03.2019,16:30
27.03.2019 16:40,11.9,0.0,27.03.2019,16:40
27.03.2019 16:50,12.1,0.0,27.03.2019,16:50
27.03.2019 17:00,12.2,0.0,27.03.2019,17:00
27.03.2019 17:10,12.3,0.0,27.03.2019,17:10
27.03.2019 17:20,12.0,0.0,27.03.2019,17:20
27.03.2019 17:30,11.9,0.0,27.03.2019,17:30
27.03.2019 17:40,12.3,0.0,27.03.2019,17:40
27.03.2019 17:50,11.7,0.0,27.03.2019,17:50
27.03.2019 18:00,11.4,0.0,27.03.2019,18:00
27.03.2019 18:10,11.6,0.0,27.03.2019,18:10
27.03.2019 18:20,11.6,0.0,27.03.2019,18:20
27.03.2019 18:30,11.1,0.0,27.03.2019,18:30
27.03.2019 18:40,11.1,0.0,27.03.2019,18:40
27.03.2019 18:50,10.9,0.0,27.03.2019,18:50
27.03.2019 19:00,10.9,0.0,27.03.2019,19:00
27.03.2019 19:10,10.5,0.0,27.03.2019,19:10
27.03.2019 19:20,10.6,0.0,27.03.2019,19:20
27.03.2019 19:30,10.7,0.0,27.03.2019,19:30
27.03.2019 19:40,10.2,0.0,27.03.2019,19:40
27.03.2019 19:50,10.2,0.0,27.03.2019,19:50
27.03.2019 20:00,10.3,0.0,27.03.2019,20:00
27.03.2019 20:10,10.1,0.0,27.03.2019,20:10
27.03.2019 20:20,9.6,0.0,27.03.2019,20:20
27.03.2019 20:30,9.6,0.0,27.03.2019,20:30
27.03.2019 20:40,9.7,0.0,27.03.2019,20:40
27.03.2019 20:50,8.8,0.0,27.03.2019,20:50
27.03.2019 21:00,8.7,0.0,27.03.2019,21:00
27.03.2019 21:10,9.1,0.0,27.03.2019,21:10
27.03.2019 21:20,8.8,0.0,27.03.2019,21:20
